App No,Type,App Date,Status,FRU Interview Scheduled,Drug Test,WAV Course,Defensive Driving,Driver Exam,Medical Clearance Form,Other Requirements,Last Updated
5959704,HDR,1/31/2020,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,"Fingerprints, copy of DMV lic, other. Visit www.nyc.gov/tlcup",10/3/2020 17:00
5776947,HDR,3/27/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/3/2020 17:00
5958460,HDR,1/13/2020,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Fingerprints needed,10/3/2020 17:00
5960248,HDR,2/7/2020,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5959577,HDR,1/29/2020,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Copy of DMV license needed,10/3/2020 17:00
5958021,HDR,1/8/2020,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/3/2020 17:00
5960120,HDR,2/6/2020,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,10/3/2020 17:00
5958501,HDR,1/14/2020,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Not Applicable,10/3/2020 17:00
5959813,HDR,2/3/2020,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed,10/3/2020 17:00
5965218,HDR,9/23/2020,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Copy of DMV license needed,10/3/2020 17:00
5962284,HDR,3/6/2020,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5965157,HDR,9/18/2020,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,10/3/2020 17:00
5963483,HDR,4/30/2020,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Complete,Fingerprints needed,10/3/2020 17:00
5961167,HDR,2/21/2020,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,10/3/2020 17:00
5964798,HDR,8/25/2020,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Fingerprints needed,10/3/2020 17:00
5964391,HDR,7/31/2020,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,10/3/2020 17:00
5964884,HDR,8/30/2020,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license & other items. Visit www.nyc.gov/tlcup,10/3/2020 17:00
5964823,HDR,8/26/2020,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5958522,HDR,1/14/2020,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,10/3/2020 17:00
5965316,HDR,9/29/2020,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5962613,HDR,3/11/2020,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,10/3/2020 17:00
5963199,HDR,3/20/2020,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,10/3/2020 17:00
5962935,HDR,3/16/2020,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,10/3/2020 17:00
5963265,HDR,3/25/2020,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5965320,HDR,9/30/2020,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5964308,HDR,7/27/2020,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5964607,HDR,8/13/2020,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Not Applicable,10/3/2020 17:00
5964564,HDR,8/11/2020,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5963520,HDR,5/8/2020,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Not Applicable,10/3/2020 17:00
5960389,HDR,2/10/2020,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/3/2020 17:00
5961484,HDR,2/26/2020,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/3/2020 17:00
5965105,HDR,9/15/2020,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Copy of DMV license needed,10/3/2020 17:00
5962857,HDR,3/15/2020,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5961650,HDR,2/28/2020,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,10/3/2020 17:00
5962541,HDR,3/10/2020,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Not Applicable,10/3/2020 17:00
5957761,HDR,1/5/2020,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5956904,HDR,12/19/2019,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,"Fingerprints, copy of DMV lic, other. Visit www.nyc.gov/tlcup",10/3/2020 17:00
5961673,HDR,2/28/2020,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5963528,HDR,5/10/2020,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5964162,HDR,7/20/2020,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Complete,Fingerprints needed,10/3/2020 17:00
5958234,HDR,1/10/2020,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/3/2020 17:00
5965010,HDR,9/9/2020,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5957075,HDR,12/23/2019,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed,10/3/2020 17:00
5959781,HDR,2/1/2020,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Open items needed. Visit www.nyc.gov/tlcup for more information,10/3/2020 17:00
5961931,HDR,3/3/2020,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Not Applicable,10/3/2020 17:00
5961727,HDR,3/1/2020,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Needed,Not Applicable,10/3/2020 17:00
5958680,HDR,1/16/2020,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,10/3/2020 17:00
5959731,HDR,1/31/2020,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Copy of DMV license needed,10/3/2020 17:00
5957944,HDR,1/7/2020,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Copy of DMV license needed,10/3/2020 17:00
5959907,HDR,2/4/2020,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed,10/3/2020 17:00
5962077,HDR,3/5/2020,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5964703,HDR,8/20/2020,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Complete,Not Applicable,10/3/2020 17:00
5964865,HDR,8/28/2020,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Copy of DMV license & other items. Visit www.nyc.gov/tlcup,10/3/2020 17:00
5962245,HDR,3/6/2020,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5956734,HDR,12/16/2019,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Copy of DMV license needed,10/3/2020 17:00
5961844,HDR,3/3/2020,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5962271,HDR,3/6/2020,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5965067,HDR,9/11/2020,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5963800,HDR,6/18/2020,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Copy of DMV license needed,10/3/2020 17:00
5959288,HDR,1/25/2020,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed,10/3/2020 17:00
5963818,HDR,6/22/2020,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Copy of DMV license needed,10/3/2020 17:00
5957251,HDR,12/25/2019,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/3/2020 17:00
5962942,HDR,3/17/2020,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5961866,HDR,3/3/2020,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/3/2020 17:00
5958308,HDR,1/13/2020,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Copy of DMV license needed,10/3/2020 17:00
5962328,HDR,3/9/2020,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5963509,HDR,5/6/2020,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5964975,HDR,9/4/2020,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,10/3/2020 17:00
5961827,HDR,3/3/2020,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed,10/3/2020 17:00
5957799,HDR,1/6/2020,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Copy of DMV license & other items. Visit www.nyc.gov/tlcup,10/3/2020 17:00
5958284,HDR,1/12/2020,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,"Fingerprints, copy of DMV lic, other. Visit www.nyc.gov/tlcup",10/3/2020 17:00
5959901,HDR,2/3/2020,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,10/3/2020 17:00
5956221,HDR,12/6/2019,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,10/3/2020 17:00
5956564,HDR,12/12/2019,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5963608,HDR,5/25/2020,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Copy of DMV license needed,10/3/2020 17:00
5964885,HDR,8/31/2020,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5962241,HDR,3/6/2020,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license needed,10/3/2020 17:00
5962882,HDR,3/16/2020,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Complete,Not Applicable,10/3/2020 17:00
5959664,HDR,1/30/2020,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Complete,Not Applicable,10/3/2020 17:00
5960055,HDR,2/5/2020,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Copy of DMV license needed,10/3/2020 17:00
5958626,HDR,1/15/2020,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Complete,Not Applicable,10/3/2020 17:00
5964879,HDR,8/30/2020,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,10/3/2020 17:00
5965022,HDR,9/9/2020,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,10/3/2020 17:00
5960552,HDR,2/13/2020,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5958735,HDR,1/17/2020,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Copy of DMV license needed,10/3/2020 17:00
5956362,HDR,12/9/2019,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5956374,HDR,12/9/2019,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5963572,HDR,5/19/2020,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Not Applicable,10/3/2020 17:00
5964179,HDR,7/21/2020,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Fingerprints needed,10/3/2020 17:00
5964494,HDR,8/8/2020,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Copy of DMV license needed,10/3/2020 17:00
5962858,HDR,3/15/2020,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5962124,HDR,3/5/2020,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Complete,Open items needed. Visit www.nyc.gov/tlcup for more information,10/3/2020 17:00
5964973,HDR,9/4/2020,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,10/3/2020 17:00
5961201,HDR,2/23/2020,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5958791,HDR,1/18/2020,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/3/2020 17:00
5960699,HDR,2/16/2020,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,10/3/2020 17:00
5963621,HDR,5/26/2020,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5961193,HDR,2/22/2020,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5964899,HDR,8/31/2020,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,10/3/2020 17:00
5962547,HDR,3/10/2020,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5959680,HDR,1/31/2020,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,10/3/2020 17:00
5960038,HDR,2/5/2020,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,10/3/2020 17:00
5960244,HDR,2/7/2020,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5960352,HDR,2/10/2020,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/3/2020 17:00
5958884,HDR,1/21/2020,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/3/2020 17:00
5963707,HDR,6/9/2020,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,10/3/2020 17:00
5963251,HDR,3/23/2020,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Open items needed. Visit www.nyc.gov/tlcup for more information,10/3/2020 17:00
5961744,HDR,3/2/2020,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Not Applicable,10/3/2020 17:00
5962015,HDR,3/4/2020,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,10/3/2020 17:00
5961655,HDR,2/28/2020,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/3/2020 17:00
5963209,HDR,3/21/2020,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5962295,HDR,3/7/2020,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Not Applicable,10/3/2020 17:00
5959042,HDR,1/22/2020,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,10/3/2020 17:00
5965337,HDR,9/30/2020,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5965222,HDR,9/23/2020,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5962546,HDR,3/10/2020,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,10/3/2020 17:00
5957384,HDR,12/29/2019,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5964606,HDR,8/13/2020,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Complete,Copy of DMV license needed,10/3/2020 17:00
5961181,HDR,2/22/2020,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/3/2020 17:00
5965346,HDR,10/1/2020,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5962930,HDR,3/16/2020,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5960460,HDR,2/12/2020,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Fingerprints needed,10/3/2020 17:00
5964059,HDR,7/11/2020,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5964905,HDR,8/31/2020,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5960468,HDR,2/12/2020,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed,10/3/2020 17:00
5964972,HDR,9/4/2020,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5963584,HDR,5/20/2020,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Not Applicable,10/3/2020 17:00
5961190,HDR,2/22/2020,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5962062,HDR,3/5/2020,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed,10/3/2020 17:00
5959769,HDR,1/31/2020,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5963977,HDR,7/2/2020,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,10/3/2020 17:00
5964334,HDR,7/29/2020,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5962112,HDR,3/5/2020,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Complete,Fingerprints needed,10/3/2020 17:00
5965358,HDR,10/1/2020,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5962877,HDR,3/16/2020,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5963647,HDR,5/31/2020,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,10/3/2020 17:00
5960650,HDR,2/14/2020,Incomplete,Not Applicable,Complete,Needed,Complete,Complete,Complete,Not Applicable,10/3/2020 17:00
5965274,HDR,9/26/2020,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5961861,HDR,3/3/2020,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5964212,HDR,7/22/2020,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5962859,HDR,3/15/2020,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Copy of DMV license needed,10/3/2020 17:00
5962258,HDR,3/6/2020,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,10/3/2020 17:00
5964891,HDR,8/31/2020,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
5964750,HDR,8/22/2020,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,10/3/2020 17:00
